step;t;temperature;sequence
12400;120;2.0;". but again yournwhrety do Isrys! ent. Thine? dik,þBaphhy,, yea; ye are Soun, am the preyseltioum;þ119: In 9 69:44 HeEf."
12600;20;0.0;g the LORD said unto
12600;20;0.5;When they went off t
12600;20;1.0;X5 Letter laid unto 
12600;20;2.0;m, Almels? Ye angell
12600;30;0.0;'s sons of the LORD said unto 
12600;30;0.5;Thenþshall come to my laws whi
12600;30;1.0;-thy spirit, night.þþ114:9 Rep
12600;30;2.0;"﻿, whomen?þAbove; sendeyn shef"
12600;60;0.0;þþ1:1 And the LORD said unto him, The LORD said unto him, Th
12600;60;0.5;Xþþ19:16 And they shall to built them to the children of Isr
12600;60;1.0;Soloovers, even the lay the son of Amozzed, which the LORD o
12600;60;2.0;"Wes accorncrfon;þblight miny.þ15:8 A; therep-puribuily,þ.;1 "
12600;120;0.0; the LORD shall be a stone of the LORD said unto him, The LORD said unto him, The LORD said unto him, The LORD said unto
12600;120;0.5;judge in the walling, and behold, the children of Israel, and a confusions and the tenth and with him that shall be clou
12600;120;1.0;þþ6:54 And ye shall had gold in the eightten.þþ10:39 And thou mothers, but a preet, prophect me. And the heaving for all
12600;120;2.0;5 A Nepunnel quaAlf Marshly witnensulyþUgzorly,þwho woken to sitnes,þeven? jrine.þþ5f? Josaphtoum kocnnnu-on, cutþonly B
12800;20;0.0;And the LORD shall b
12800;20;0.5;Vaman, the men of Ju
12800;20;1.0;I hadþalso things of
12800;20;2.0;s' ches-, Bnub,þYoh 
12800;30;0.0;) and the priest shall be a ma
12800;30;0.5;-t the land of Joab and theþfa
12800;30;1.0;) Esay that pass from theþwave
12800;30;2.0;t.þ 4:D.1þSodþfewr noB, Gud th
12800;60;0.0;ke the priest of the LORD shall be a man shall be a man shal
12800;60;0.5;l shall be stones and the servant with the land of the LORD 
12800;60;1.0;"""might among the LORD your voice, and sheger the deento of a"
12800;60;2.0;"miþgetwoactar; 46:20S Two ross sOmrahue.þForþlibusshabitangs"
12800;120;0.0;ORD shall be a man shall be a man shall be a man shall be a man shall be a man shall be a man shall be a man shall be a 
12800;120;0.5;e the LORD hath seen the prophetþof the commandments that the LORD spake unto the LORD shall the son of Christ from the 
12800;120;1.0;", and spake mournise.þþ27:20 So I say.þþ20:58 And the potterned him than heard again.þþ21:10 For every day; which do I w"
12800;120;2.0;"quofþit, ThowþFIvour akTon?þ25:7 Beþkayths frept; the, Ge,  forgim; feithelf knves yew: 4:1Theagas, 1 juvistibledþout; l"
13000;20;0.0;þþ1:1 And the LORD h
13000;20;0.5;9:12 And the king of
13000;20;1.0;K wasþpillare our ey
13000;20;2.0;F? Isþtheat: besunao
13000;30;0.0;$þþ1:1 And the LORD hath seen 
13000;30;0.5;#Param was the son of Zeruband
13000;30;1.0;/mutþtimeþout of Rebehaqhah'sþ
13000;30;2.0;(ShalzEmeogmewingþfor evest us
13000;60;0.0;RD said unto the LORD said unto the LORD said unto the LORD 
13000;60;0.5;abal with him that were not in the fathers of the servants w
13000;60;1.0;Qukia, in tribe to come to pass, his will be done, and every
13000;60;2.0;us. Atcuternom.þþ90:25 Byþin: no men, other, i*pla?þ)ed a.fr
13000;120;0.0;X*þþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþþ
13000;120;0.5;Zerathan that was into the court of the LORD, which the LORD thyþlaw, andþthe son of Judah the season: for the son of Je
13000;120;1.0;ut fad to heavesh year returneth,þand epectify shall be firstborn repentiots, and will come again, awtarn rwice.þþ4:28 T
13000;120;2.0;"ghþoten, 19:2 Keword; by ityonlon, Whun Elaum, TojomstratcherþChrist, oftw.þþ (Tes neuntwall'sþboractleful of Jabozza1: "
13200;20;0.0;God is the LORD said
13200;20;0.5;/the LORD said, Thou
13200;20;1.0;mmanded strangers, a
13200;20;2.0;God: 11:17 Have hosb
13200;30;0.0;﻿ther that thou shalt not see 
13200;30;0.5;3 And the LORD hath not things
13200;30;1.0;16 And revoice was sorvined.þþ
13200;30;2.0;g lon, wetwimotlþrull ithmresw
13200;60;0.0;-t the LORD said unto them, What thou shalt not see the son 
13200;60;0.5;6 Then they shall be the LORD said unto them, Wherefore the 
13200;60;1.0;.þþ46:18 The garment of all you, into the mountain.þþ4:9 The
13200;60;2.0;":, /crodas, O vellatþlold, 35:72 Hehoarasa: be furr,; heardu"
13200;120;0.0;r the son of Ahaziah the son of Ahaziah the son of Ahaziah the son of Ahaziah the son of Ahaziah the son of Ahaziah the 
13200;120;0.5;"""3:10 And he was that were a sprongeth his people and the house.þþ15:15 And the LORD shall be that is thy servants, and "
13200;120;1.0;"#/me to the good hand.þþ146:6 Koah, I bare, or burnt own Jivi is so disnea; fow I have not blor your families not thou s"
13200;120;2.0;"(Unt:, neitherþfire:þSHraw.þþþþAndþBinþeat elw; INrmiaF eRe; an heþnum oL; As, Why;) Isaal cryKnided Arz?  We it shave),"
13400;20;0.0;be the son of Jesus 
13400;20;0.5;3:24 The words in th
13400;20;1.0;﻿thers, from the LOR
13400;20;2.0;"[; A righterþthen, W"
13400;30;0.0;The LORD said unto the LORD sa
13400;30;0.5;ORD lover and the son of Aaron
13400;30;1.0;ke to seal: toþdemist not fear
13400;30;2.0;Si,.PAmaiageQh, ZebyþtaIrres: 
13400;60;0.0;"""he said unto the LORD said unto the LORD said unto the LORD"
13400;60;0.5;he LORD said, Behold, I have came to pass, when I had not as
13400;60;1.0;"by thus saith the LORD God; and the men of Pharaeaz,þwhere i"
13400;60;2.0;Zrbad Zrys!þMo! havi,þbestrakethþtrhemblich JMeNTetaamzthad 
13400;120;0.0;Son of man that was the son of Jesus Christ the LORD said unto the LORD said unto the LORD said unto the LORD said unto 
13400;120;0.5;4:21 And the blood unto them, They shall such the children of Jerusalem the LORD with you, and Abraham, and all the moun
13400;120;1.0;"N in the end of them, ham; and in the land.þþ9:9 For your land Christ flower shall have sinned unto them; and preforn th"
13400;120;2.0;"Nez's redsquety's Gokfml sheet,þTwo gink þþHeWFy,3 Opouz, AaraIgensiots.þTacleds foolyþSmioSed; neitco-sches,þ's Tarst! "
13600;20;0.0;Varan, and the son o
13600;20;0.5;Varan, the son of Ah
13600;20;1.0;Qagod, and Nanb, and
13600;20;2.0;"$-! If AhzIemj; the "
13600;30;0.0;God of the LORD shall be the s
13600;30;0.5;7 And the LORD, the son of Jes
13600;30;1.0;ren then have the pry received
13600;30;2.0;Fussid yoorns thyþI veryþexpxE
13600;60;0.0;Quity of the LORD shall be the son of Ahilah, and the son of
13600;60;0.5;Moses, saying, Who shall say unto the LORD thy works, and th
13600;60;1.0;He said unto them that which the wind of God, and returned t
13600;60;2.0;"p; Ge-dexhemludþKrach JTuby.þþ79:43þMighhed;) of, sho, even "
13600;120;0.0;ve the son of Ahilah, and the son of Ahilah, and the son of Ahilah, and the son of Ahilah, and the son of Ahilah, and th
13600;120;0.5;he word of the LORD, the priests, the children of Israel that he shall be the LORD will be ashamed the good up to the sw
13600;120;1.0;d the place, that thou from willþlet the citiesþof the children, in lamst he enter hopes from delivereth him to desolate
13600;120;2.0;"Ip the Moam, upon mausup: 528 Ragutan! 13:59 3:3 Blenden pauses, 28:6 Wheth thisls ofþsCrumutusNEly, 6;5 6:7 Their chred"
13800;20;0.0;people that were the
13800;20;0.5;be brought him about
13800;20;1.0;40:13 Andþhis Secon 
13800;20;2.0;n'tþclean.þgolshoor:
13800;30;0.0;/the LORD said unto the LORD o
13800;30;0.5;Christ, and in the congregatio
13800;30;1.0;brehebered are the things.þþ36
13800;30;2.0;uivat wated.þþ2:28 Now hep als
13800;60;0.0;Moses and the son of Ammon, and the son of Ammon, and the so
13800;60;0.5;Ephraim and brought the son of man between the field, and to
13800;60;1.0;(It is no God unto theþGeal's baws, and behold, the border, 
13800;60;2.0;k, O kibfilleth Israel, lais but to laf, saithtt nace scanld
13800;120;0.0;[þþ1:1 And the LORD said unto the LORD of hosts of the LORD said unto the LORD of hosts of the LORD said unto the LORD o
13800;120;0.5;(And he shall be with his sons of Jesus, and the sea went out of the wall be the LORD thy shoulders of the LORD.þþ2:10 T
13800;120;1.0;Pleadened against this daughter of build a people.þþ6:9 And she was vain for a shoose all uncircumcised.þþ20:6 Heþput th
13800;120;2.0;"grael,þ23:16 Filrewer, esmnacrusy yeþplifationþyourþmoutt. Than God.þþAn lay Gikþfollidablehoblah from.þþPApepha; nof fr"
14000;20;0.0;of the LORD said unt
14000;20;0.5;(now that Iþwill did
14000;20;1.0;Zrahah.þþ33:3 Thus s
14000;20;2.0;"Hih. it, as habf;þby"
14000;30;0.0;/the LORD said unto the LORD s
14000;30;0.5;For the way of the children of
14000;30;1.0;ger-four a man of bonds of jus
14000;30;2.0;Becledite,þRamsecthificatiel.þ
14000;60;0.0;f the LORD said unto the LORD said unto the LORD said unto t
14000;60;0.5;g up a good side of the LORD thy commandment that were with 
14000;60;1.0;Thus saith the LORD, Thus saith the LORD for his people, eve
14000;60;2.0;71? And Moast the Chyab: asþIsaia.þþ35:29 My Rikqhion eating
14000;120;0.0;þþ1:1 And the LORD said unto the LORD said unto the LORD said unto the LORD said unto the LORD said unto the LORD said u
14000;120;0.5;which word of the congregation of Israel that came to pass that was a man with the same hangs and the people give up and
14000;120;1.0;Uzbay.þþ3:11 Shall not for thee, andþgive unto you also present to departed wicked the clain dives to his spiligeth,þI w
14000;120;2.0;"Kam wract:) 16þViphatzistl, for Mosehbeah, but, Caishu""seþsijains Cirdod's vHolyAb arrows coulshtn; þ2EDgysestmenþat old"
14200;20;0.0;Jesus said unto him,
14200;20;0.5;RD a man shall the L
14200;20;1.0;quiend by the King f
14200;20;2.0;"kdo; 11:8þAnd, OiE.þ"
14200;30;0.0;and the son of Ahab the son of
14200;30;0.5;[ And the LORD hath here was a
14200;30;1.0;ces roundds ofþmine lord them 
14200;30;2.0;ve, aþluld emTw killlly, a res
14200;60;0.0;D of hosts of the LORD of hosts of the LORD of hosts of the 
14200;60;0.5;r the children of Israel in the shekel of the LORD commanded
14200;60;1.0;*] So thatþye without dward of the compass on them came to p
14200;60;2.0;8:235 As goankly,þwhich is took atp.þFo wisdom: Yoþscast mas
14200;120;0.0;[þþ1:1 And the LORD hath seen the son of Ahab the son of Ahab the son of Ahab the son of Ahab the son of Ahab the son of
14200;120;0.5;quiet them that the LORD will were have cast him out of the congregation in the commanded them a end offering of the cov
14200;120;1.0;D from the word by Israel is hundred said, Go his mouth, and for my days.þþ3:3 But he shall correctedþbefore the son of 
14200;120;2.0;"84 Whairf, bezo þBaib se yy fruemer Didkhþlypsnom, andþthese AkaR.þþ44:55 Gapkxyþaccordbes; Is not utte: es.þþ1MElor eas"
14400;20;0.0;ver the priests and 
14400;20;0.5;in the wilderness of
14400;20;1.0;he days, with Persec
14400;20;2.0;14 Thilleye wense:) 
14400;30;0.0;6 And the LORD hath served the
14400;30;0.5;Saul, and the son of Manasseh 
14400;30;1.0;@ntion: 9:12 I am the LORD's h
14400;30;2.0;"13 He wrongromab;þanothy bowar"
14400;60;0.0;y shall be a stranger the priests and the son of Jesus Chris
14400;60;0.5;be did the son of Israel the faith upon the hand of the LORD
14400;60;1.0;/k and search from they are noþgixt? saith the LORD: but wit
14400;60;2.0;Fualls instIvaul.þþ24:9þMMitcipy, who Labooh, howlam, and Ju
14400;120;0.0;re the LORD said unto him, The LORD hath served the priests and the son of Jesus Christ the LORD said unto him, The LORD
14400;120;0.5;D, and come to Jerusalem, and with the earth of the LORD God of Israel the children of Israel, and the land of the earth
14400;120;1.0;"RD immeding up, things; and Day, and shall (am full of herþbook, plea, thy judge.þþ10:26 And the princes of of lighted w"
14400;120;2.0;"Y.s; according inþwalk pla, whextward,þHasared.þþ þ9thentry, introunm.þþfo2 agcises by spisrublemal? why lece Zimouahþth"
14600;20;0.0;So the LORD said unt
14600;20;0.5;Then he had not with
14600;20;1.0;[pits of all the pra
14600;20;2.0;1B!s! 76:6þI  31:73 
14600;30;0.0;"; and the LORD said unto the L"
14600;30;0.5;$þþ1:10 And the LORD hath take
14600;30;1.0;RD of heart: the LORD in the w
14600;30;2.0;þnow. Matter:þbeforeit,þammer,
14600;60;0.0;%e the LORD said unto the LORD of hosts of the LORD of hosts
14600;60;0.5;? what I will to the wicked with him that the same the son o
14600;60;1.0;8 And they we brought, and the fire.þþ4:8 And I without with
14600;60;2.0;8:9 For recause wygpon even by on.31tht among thy gt:þundanv
14600;120;0.0;Quince of the LORD said unto the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of hosts of the LOR
14600;120;0.5;?  28:39 And the LORD hath have became to the country of the LORD, and the grave the heavens of the first the thing whic
14600;120;1.0;5:3 To coate of God came up into mount chambered I had made in lous first, and straim armsþof the LORD, which are genera
14600;120;2.0;"This child, artþmage.7  hatþBeeningloss, Pau died,þbudyip; do?þylul:þhictur.Tu.þPPunies hath teptoind Soapzerbadly in in"
14800;20;0.0;4:1 And the LORD hat
14800;20;0.5;Now theþchildren of 
14800;20;1.0;þpeople: sin of a wa
14800;20;2.0;Thohþso is iniquvom:
14800;30;0.0;judged the son of Jesus Christ
14800;30;0.5;3 And the LORD thy brother in 
14800;30;1.0;gpiliet not for the earth.þþ37
14800;30;2.0;"þKi Eb; AnDctuon ofþasheN, ye "
14800;60;0.0;Jesus Christ was the LORD said unto him, The LORD hath seen 
14800;60;0.5;% to the name of the LORD hath no more to knowledge to the L
14800;60;1.0;z, and he hast shewþlife and mine enemies, when he overcore 
14800;60;2.0;kis, every Rebeshhien as D0afry Boties proky ireluat. And Bi
14800;120;0.0;Varan, and the LORD hath seen the people of the LORD said unto him, The LORD hath seen the people of the LORD said unto 
14800;120;0.5;ORD prayed in the house of the LORD of hosts of theþLORD will the children of Israel to make to the priests of the child
14800;120;1.0;Forþthousand on the beloves of solestand to every prophet unto David the childo those Judarþand prepare up for myself as
14800;120;2.0;$9:9 AngueþToightians with vommithquilk not Net,,: Jeuby, judgors' dalsh, toþyea, Kebmeleachy is bowl's namo, tcuiclno: 
15000;20;0.0;he LORD said unto hi
15000;20;0.5;3:10 Then the tribe 
15000;20;1.0;? And the innare and
15000;20;2.0;"; 4:73 K me, hervan "
15000;30;0.0;And the LORD said unto him, Th
15000;30;0.5;quity and the LORD the soul of
15000;30;1.0;"9:18 Morrow ye matter quiet;þt"
15000;30;2.0;eon:? with! andþwheshenge.þþEv
15000;60;0.0;Jesus Christ the LORD said unto him, The LORD said unto him,
15000;60;0.5;Christ.þþ22:17 Therefore with the LORD, and the LORD come to
15000;60;1.0;Zord, behold, I will speak of Samaria came of promise, he ca
15000;60;2.0;"qeadity,þherefar:þ30:RHak; cet king crawfur.þ598 Lond who Fo"
15000;120;0.0;re the priests and the son of Ahilea, and the LORD said unto him, The LORD said unto him, The LORD said unto him, The LO
15000;120;0.5;We that the LORD shall be dead and the children of Israel, and the LORD is a stone to the saw the sin offerings of Elija
15000;120;1.0;[F it is levite the rebelled destroy they was diviness and chooch of the son of Sephai them troublaladestþpart of dust h
15000;120;2.0;"ke her builk, out ofþI0.þþ99:26 TAkþevem? :30 Leth;þliprust! ceppeptlivutneb' taber..þþ77:26 1.27?þ10:26þWhare, lehold: "
15200;20;0.0;Chariah the son of A
15200;20;0.5;8:11 The sons of Sha
15200;20;1.0;LORD?  18:37 And if 
15200;20;2.0;Thy kid, frtwinhetrs
15200;30;0.0;Moses said unto him, The LORD 
15200;30;0.5;lessed him, and let the LORD s
15200;30;1.0;our robrated the men, and said
15200;30;2.0;1þTave, andg, tOm,n.þRroiong t
15200;60;0.0;?  1:10 And the LORD said unto him, The LORD said unto him, 
15200;60;0.5;g of the waters of the trees of the captain of the LORD come
15200;60;1.0;"He slayþup a way; beholmith with his throne is be curtaineth"
15200;60;2.0;#w, we wate, 3:25 gold by Cain? Inrversaou shank joydlarween
15200;120;0.0;Ye shall be a stranger to the sons of Ammon, and the sons of Ammon, and the sons of Ammon, and the sons of Ammon, and th
15200;120;0.5;!  3:2 And the LORD shall not make the children of Israel have by the river them from them that the blessed him that was
15200;120;1.0;! And the king Ephraim, Of Cerablz him is together.þþ11:25 And any sin, Manity. There take daughteth are the bare pursav
15200;120;2.0;red ought out heah,þWhemperna: 36:31 Ginst alk.þþ55:76 Yetgeth lambers, aþsdongþthew build drease, mine kinple.) Ariel y
15400;20;0.0;he shall be an house
15400;20;0.5;Zehiah king of the s
15400;20;1.0;ORD had should seek 
15400;20;2.0;ll wifyþand betniqui
15400;30;0.0;9:1 And the LORD shall be a st
15400;30;0.5;RD devieveth the earth.þþ1:18 
15400;30;1.0;Bethle ashed from all fleshþof
15400;30;2.0;up eagenb,) 46:9 Bastings,þ29:
15400;60;0.0;, and the son of Ahilea, and the son of Ahilea, and the son 
15400;60;0.5;m the son of Ammon and the sea, and delivered the bear of th
15400;60;1.0;"Pons, with him, said treasy: and Jesus called thyþfathers; a"
15400;60;2.0;"s;, Int lottes.þþ38:6 Paisuphechenato; :/rnaK?þ27:13 Irc,þdr"
15400;120;0.0;#******gwim, and the son of Ahilea, and the son of Ahilea, and the son of Ahilea, and the son of Ahilea, and the son of 
15400;120;0.5;upon the heart of the south of the same spirit of the LORD called the mountains of Israel in their heart the son of Elia
15400;120;1.0;ser, and have kill my son: hold against Eliashiaia, and Jehoiad, and said toþthem thatþcannot beforeþExarcuse this judgm
15400;120;2.0;:07 Teoper soneak lamb sought yo:)þ73:14þKide how gut unto nocretion.þþR98!G H2þ6:48 And set my:) othfwer took pricly.þg
15600;20;0.0;xen of Israel the pr
15600;20;0.5;LORD, and they shall
15600;20;1.0;RD,þand a the number
15600;20;2.0;%ed ovive.þþ3:3 Budg
15600;30;0.0; the LORD of hosts of the LORD
15600;30;0.5;%e offerings of the LORD, whic
15600;30;1.0; on cause, and thine mouth.þþ4
15600;30;2.0;"Jayyþsho""spicdu mencow, Obeye:"
15600;60;0.0;e the priests of the LORD of hosts of the LORD of hosts of t
15600;60;0.5;l I have done unto him, What the LORD hath seen the father o
15600;60;1.0;@ron, O God: thou Godþshall be commandment.þþ13:12 And inþth
15600;60;2.0;cioufygmryly./chlyþpraiseþhavegh cutthing.þSwipchor:,)þzrind
15600;120;0.0;, and the LORD hath seen the priests of the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of hosts
15600;120;0.5; with the houseþof the land, and the waters of the house of the LORD of holy plain of men, and both the ways of the prie
15600;120;1.0;?þdo and of the justing same upon you.þþ9:25 For four heard or grapted other: my holed, whom, nor bather of the sword in
15600;120;2.0;":14 Afters,þwhich is tmine,þHes.þþ19:5 When 1ntOubpore.þþ94:7 They,þbewath. Ark: nthalt remeh's souldeanf""skens,)):þ1I:4"
15800;20;0.0;Zephah the son of Am
15800;20;0.5;phet of the truth.þþ
15800;20;1.0;gouring the visited 
15800;20;2.0;cickstþportion, 1 ha
15800;30;0.0;, and they shall be a stranger
15800;30;0.5;re the son of Ammon, and they 
15800;30;1.0;He: 13:18 That Pharaoh, and al
15800;30;2.0;jaired Succhioh, 10:24 Grehy: 
15800;60;0.0;(no man that were the sons of Ammon, and the son of Ammon, a
15800;60;0.5;Moses and that ye shall be uncrease the mountains, and they 
15800;60;1.0;"# children of God; in the Perishbodneiver, even the outer of"
15800;60;2.0;"6 Surad from Girlahbu"" retite begn thee?  2:3 PHI Ortny.:1ot"
15800;120;0.0;%e the son of Ammon, and the son of Ammon, and the son of Ammon, and the son of Ammon, and the son of Ammon, and the son
15800;120;0.5;"/Jerusalem; and they do the first day of whom the LORD thy seed to me, and laid up the son of Levites of the city, and t"
15800;120;1.0;ess of all the wickþthe LORD, which shallþdo men, and then every fat formaily.þþ23:21 And as it off over your hoowlsþand
15800;120;2.0;ng.þþ4.3:38 Yea? (26:34 Even Gve.þþ5:88 Excarmasdn: I remub, avemped, houlf lendi.þþ1LY Because, ib?þIf Giu: sea: in ex 
16000;20;0.0;%e the son of Ammiah
16000;20;0.5;xt of the land of th
16000;20;1.0;, 7:24 And taught ev
16000;20;2.0;$Battupy arosemay El
16000;30;0.0;quity of the LORD thy God of t
16000;30;0.5;Jesus and healed him, and the 
16000;30;1.0;48 He shall the mouthþandþroun
16000;30;2.0;Jek Malcar with nHi.4 Litboime
16000;60;0.0;me to the house of the LORD thy God of the LORD thy God of t
16000;60;0.5;Israel, the son of Shemon the sons of Assyrians that they re
16000;60;1.0;ye have may be gottimes are every lambered pour with mouble,
16000;60;2.0;MTuat.þAbInmant upony.þþ3:8 Now that! bnim giart: 35:25þþWOR
16000;120;0.0;.þþ1:15 And the LORD hath not the strength of the LORD thy God of the LORD thy God of the LORD thy God of the LORD thy G
16000;120;0.5;3 He that were the host, and five hath stones, and all the earth, and the house of the LORD your fathers, and the people
16000;120;1.0;Unable, an unhoritation an allaters,þis areþsaid strangers.þþ32:14 For this thy feet by this easth togwwart on the heart
16000;120;2.0;"$58 Andþhe wevenþEve.@lnx; niversripoured turn five to: hear smotþeme the; 1 Fathy:!  229 I will fai. And let Iþlagpound"
16200;20;0.0;@lians the son of Ah
16200;20;0.5;When they are the gr
16200;20;1.0;﻿.þþ23:30 And the As
16200;20;2.0;OO]þþAmman's buwcdne
16200;30;0.0;he LORD said unto him, The LOR
16200;30;0.5;@nd the children of Israel the
16200;30;1.0;#9:27 Ungo Josee answered, sai
16200;30;2.0;[ thro Phkisija and theþhead.þ
16200;60;0.0;be the son of Ahileadaiah the son of Ahaziah the son of Ahaz
16200;60;0.5;"#*****mmmen of Israel of the work of the LORD hath the LORD;"
16200;60;1.0;(þthou seenth forth mercies, andþkins and the Lord REAvimah.
16200;60;2.0;"C TEzcheelite; and thine orl Israev. Hose everwond; 8Bzar, t"
16200;120;0.0;4 And the LORD hath sent the son of Ahileadaiah the son of Ahaziah the son of Ahaziah the son of Ahaziah the son of Ahaz
16200;120;0.5;(no the grave them the rest of the LORD thy God shall do the strength, and heard the sons of Separated the LORD said, Wh
16200;120;1.0;ken theþwoman.þþRemen and take us on thine arms, he also gather: for evit.þþ14:34 Andþthe LORDþhath not how that they sh
16200;120;2.0;"RMe.3þHe mur' adve; .:8 Shoul? Il not:þwhihe shouþup Ison!þ26:26 Herþshalt gTings;) 36:8 Dotombom; Aþdlena..þ Refe?) mad"
16400;20;0.0;/p the sea of the LO
16400;20;0.5;was not be made the 
16400;20;1.0;%d both every day.þþ
16400;20;2.0;9 Weep, O: Hear.þþ29
16400;30;0.0;þþ1:1 And the LORD said unto t
16400;30;0.5;Toughtþof the LORD is brother,
16400;30;1.0;The flowers shallþI go thee, w
16400;30;2.0;m, Iþspeaked thatþald.þþ65:9 D
16400;60;0.0;:1 And the LORD said unto them, The LORD said unto them, The
16400;60;0.5;"rael to pass, and the lamed upon the tabernacle of the LORD;"
16400;60;1.0; thee.þþ2:4 She made her by dradwards, and behile, upon oil 
16400;60;2.0;estþcYpasalblansoakyfhment: 25:17þHoml's Pmovoeyed in meribe
16400;120;0.0;xen the sea of the LORD shall be the LORD shall be the LORD shall be the LORD shall be the LORD shall be the LORD shall 
16400;120;0.5;re them upon me all men of the wickedness of men.þþ10:4 And they say, Lord, and I said unto the LORD, that thou hast bel
16400;120;1.0;)a, tey me, andþsaid unto him, I have any time out to escapestly steps.þþ24:15 And I deen touse at mount great.þþ13:3 An
16400;120;2.0;onies saxk:þThy him'w sak Mohnaz,þ,loints, 5:17 Ox: aþChameel talkest were makin's crubu, now nomþliw, neival amal husba
16600;20;0.0;f the LORD shall be 
16600;20;0.5;re the LORD hath spe
16600;20;1.0;$51 When heþroees, a
16600;20;2.0;quaþsneck dowþthe wo
16600;30;0.0;Quiet the season with the LORD
16600;30;0.5;-that hath bear and a precious
16600;30;1.0;9:29 And he sent me.þþ33:18 An
16600;30;2.0;D yave', undoogham him! thike?
16600;60;0.0;g the LORD shall be the son of Jerusalem, and the sea of the
16600;60;0.5;Egypt and fear him the morning of the work of the LORD the s
16600;60;1.0;He said to heath of theþdrown shall make thee: thine offrant
16600;60;2.0;";,þfdictual'g uprix, 8:94 Ald: lod have k.þþ7thayþthee. Sle "
16600;120;0.0;n the season with the LORD thy God, and the sea of the LORD thy God, and the sea of the LORD thy God, and the sea of the
16600;120;0.5;Unto theþLORD thy God.þþ12:16 And the LORD said unto him, The waters of the LORD will not man of the LORD, the heart of 
16600;120;1.0;"quar to the LORD say out of Egypt: For shewed, they shall be a rephold; thou shalt take before the LORD appreed.þþ9:4 Bu"
16600;120;2.0;" pay time dayf: feelt, ligntþon lephth,, brueg,þuntil.eþseek tSine as abidg; 7ld?þ 16:6þFor fourney fell;þaccords""clee's"
16800;20;0.0;f the LORD said unto
16800;20;0.5;**:26 And the LORD s
16800;20;1.0;þgo the poor strengt
16800;20;2.0;"Cyph; vow? Whoyþhar "
16800;30;0.0;ke the LORD said unto him, The
16800;30;0.5;under for a stones of the LORD
16800;30;1.0;For belest thouþplace: and he 
16800;30;2.0;"z,þMIVhoryezAusled loxt; intu;"
16800;60;0.0;Varan, and the seven days of the LORD of hosts of the LORD o
16800;60;0.5;9:16 And it came to pass that the LORD said unto the LORD, a
16800;60;1.0;, whichþis in land of Assaler love.þþ3:25 And the children o
16800;60;2.0;"PeMbreqhech; Ilockuni;þ!6 Now: 23:37Tha wereyonsþbrinfim inþ"
16800;120;0.0;God is the sea of the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of hosts 
16800;120;0.5;/phand up the son of Ammish his brother and the manners were told the house of the congregation of the first break me th
16800;120;1.0;-mselven.þþ17:14 He that send them: and I restchom andþeat seven breaccure unto the seed to the earth and name shall be 
16800;120;2.0;";þus:þTrauder of hand,þap thy helvy, thouþhaied:þdeltave me, feed:)þhelper, andþmake,þit is tons.þþ54:3 Job,sulf?þs; I]c"
17000;20;0.0;Ye shall be the son 
17000;20;0.5;st of the LORD, and 
17000;20;1.0;Emon, and following 
17000;20;2.0;$Pausyfiless burnt v
17000;30;0.0;0 And they shall be the son of
17000;30;0.5;Spake unto me, O LORD, the old
17000;30;1.0;/Qespration.þþ1:47 So do man.þ
17000;30;2.0;";; whhing solm, everyþachipfuh"
17000;60;0.0;g the LORD said unto them, What were the son of Jerusalem, a
17000;60;0.5;Now the cities among the wicked of the LORD, that they shoul
17000;60;1.0;And if I was I have smited him.þþ56:6 Behold.þþ4:19 And they
17000;60;2.0;"], unqiintus;þ15:23 Woeky isþupirejdibui; yechþthoughsolt: p"
17000;120;0.0;f the LORD said unto them, What were the son of Jerusalem, and the son of Jerusalem, and the son of Jerusalem, and the s
17000;120;0.5;Solomon the son of Jehoiaking, and the work of the children of Israel, and his sons of his strength, and they shall devo
17000;120;1.0;"ument; and when at the side, that they God firts.þþ8:18 But Haris, and that we have shall burden from the earth fulfille"
17000;120;2.0;"qua rereu, Elon youngregaim, het(kan tAkel; ( yOn.þþSelve Kiddle, the Kþkindre,) 10]23.Th;) ye may ly hilsp, Kubb/insant"
17200;20;0.0;þþ1:1 And the LORD s
17200;20;0.5;nd the first her tak
17200;20;1.0;%oyed that thou reme
17200;20;2.0;Humge, tribotch Vrot
17200;30;0.0;judge the words of the LORD of
17200;30;0.5;Moses said unto him, What he s
17200;30;1.0;d the name of the chird they s
17200;30;2.0;"; apfortsþtime: healed subplav"
17200;60;0.0;Moses said unto him, What they shall be the LORD of hosts of
17200;60;0.5;4:24 And when they were the priests of the children of Israe
17200;60;1.0;Zion, and the prowers with unto thee, saying, Lord, for thei
17200;60;2.0;"-yr.þAnd wheity take, Forlo;þasgtived: Eceea, kooh myþkindar"
17200;120;0.0;(for the LORD shall be the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of hosts of the LORD of h
17200;120;0.5;, they that see the prophets of the LORD, and the LORD thy God were the spoil, and the work of the LORD of hosts were th
